,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,Draft_Yr
318,2013 Draft Day Trades  Trades between teams sent and received  New Orleans  From Philadelphia:  Jrue HolidayPierre Jackson  Philadelphia From New Orleans:Nerlens NoelFuture 1st Round Pick (2014) Minnesota  From Utah:  Shabazz MuhammadGorgui Dieng  Utah From Minnesota:Trey Burke Dallas  From Boston:  Lucas NogueiraTwo 2nd Round Picks (2014)  Boston  From Dallas:  Kelly Olynyk Dallas  From Atlanta:  Shawn Larkin Mike Muscala Dallas  From Atlanta:Lucas NogueiraJared Cunningham  Minnesota  From Golden State:  2nd Round Draft Pick (2014)Cash Considerations  Golden State  From Minnesota:Andre RobersonMalcolm Lee  Cash Considerations  Golden State  From OK City:  Archie GoodwinCash Considerations  OK City  From Golden State: Andre Roberson  Denver  From Utah:  Erick GreenCash Considerations  Utah  From Denver:Rudy Gobert  Golden State  From Phoenix:  Nemanja Nedovic  Phoenix  From Golden State:  Archie GoodwinMalcolm Lee  Cleveland  From Portland:  Two 2nd Round Picks (TBA)  Portland  From Cleveland: Allen Crabbe  Washington  From Philadelphia:  Glen Rice Jr.  Philadelphia  From Washington: Nate WoltersArsalan Kazemi  Philadelphia  From Milwaukee:  Ricky Ledo2nd Round Draft Pick (TBA)  Milwaukee  From Philadelphia:Nate Wolters  Portland  From OK City:  Cash Considerations  OK City  From Portland:  Grant Jerrett  Philadelphia  From Dallas:  Second Round Draft Pick (2014)  Dallas  From Philadelphia:  Ricky Ledo  Atlanta  From Miami:Second Round Pick (TBD)  Miami  From Atlanta:  James Ennis  Indiana  From Boston:  Cash Considerations  Boston  From Indiana:  Colton Iverson  Memphis  From Denver:  Kosta Koufos  Denver  From Memphis:Darrell ArthurJoffrey Lauvergne,2013 Draft Day Trades,Trades between teams sent and received,New Orleans,From Philadelphia:  Jrue HolidayPierre Jackson,Philadelphia,From New Orleans:Nerlens NoelFuture 1st Round Pick (2014),Minnesota,From Utah:  Shabazz MuhammadGorgui Dieng,Utah,From Minnesota:Trey Burke,Dallas,From Boston:  Lucas NogueiraTwo 2nd Round Picks (2014),Boston,From Dallas:  Kelly Olynyk,Dallas,From Atlanta:  Shawn Larkin Mike Muscala,Dallas,From Atlanta:Lucas NogueiraJared Cunningham,Minnesota,From Golden State:  2nd Round Draft Pick (2014)Cash Considerations,Golden State,From Minnesota:Andre RobersonMalcolm Lee  Cash Considerations,Golden State,From OK City:  Archie GoodwinCash Considerations,OK City,From Golden State: Andre Roberson,Denver,From Utah:  Erick GreenCash Considerations,Utah,From Denver:Rudy Gobert,Golden State,From Phoenix:  Nemanja Nedovic,Phoenix,From Golden State:  Archie GoodwinMalcolm Lee,Cleveland,From Portland:  Two 2nd Round Picks (TBA),Portland,From Cleveland: Allen Crabbe,Washington,From Philadelphia:  Glen Rice Jr.,Philadelphia,From Washington: Nate WoltersArsalan Kazemi,Philadelphia,From Milwaukee:  Ricky Ledo2nd Round Draft Pick (TBA),Milwaukee,From Philadelphia:Nate Wolters,Portland,From OK City:  Cash Considerations,OK City,From Portland:  Grant Jerrett,Philadelphia,From Dallas:  Second Round Draft Pick (2014),Dallas,From Philadelphia:  Ricky Ledo,Atlanta,From Miami:Second Round Pick (TBD),Miami,From Atlanta:  James Ennis,Indiana,From Boston:  Cash Considerations,Boston,From Indiana:  Colton Iverson,Memphis,From Denver:  Kosta Koufos,Denver,From Memphis:Darrell ArthurJoffrey Lauvergne,,2013
319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
320,2013 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
321,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
322,New Orleans,From Philadelphia:  Jrue HolidayPierre Jackson,Philadelphia,From New Orleans:Nerlens NoelFuture 1st Round Pick (2014),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
323,Minnesota,From Utah:  Shabazz MuhammadGorgui Dieng,Utah,From Minnesota:Trey Burke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
324,Dallas,From Boston:  Lucas NogueiraTwo 2nd Round Picks (2014),Boston,From Dallas:  Kelly Olynyk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
325,Dallas,From Atlanta:  Shawn Larkin Mike Muscala,Dallas,From Atlanta:Lucas NogueiraJared Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
326,Minnesota,From Golden State:  2nd Round Draft Pick (2014)Cash Considerations,Golden State,From Minnesota:Andre RobersonMalcolm Lee  Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
327,Golden State,From OK City:  Archie GoodwinCash Considerations,OK City,From Golden State: Andre Roberson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
328,Denver,From Utah:  Erick GreenCash Considerations,Utah,From Denver:Rudy Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
329,Golden State,From Phoenix:  Nemanja Nedovic,Phoenix,From Golden State:  Archie GoodwinMalcolm Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
330,Cleveland,From Portland:  Two 2nd Round Picks (TBA),Portland,From Cleveland: Allen Crabbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
331,Washington,From Philadelphia:  Glen Rice Jr.,Philadelphia,From Washington: Nate WoltersArsalan Kazemi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
332,Philadelphia,From Milwaukee:  Ricky Ledo2nd Round Draft Pick (TBA),Milwaukee,From Philadelphia:Nate Wolters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
333,Portland,From OK City:  Cash Considerations,OK City,From Portland:  Grant Jerrett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
334,Philadelphia,From Dallas:  Second Round Draft Pick (2014),Dallas,From Philadelphia:  Ricky Ledo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
335,Atlanta,From Miami:Second Round Pick (TBD),Miami,From Atlanta:  James Ennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
336,Indiana,From Boston:  Cash Considerations,Boston,From Indiana:  Colton Iverson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
337,Memphis,From Denver:  Kosta Koufos,Denver,From Memphis:Darrell ArthurJoffrey Lauvergne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
339,2014 Draft Day Trades Trades between teams sent and received Denver From Orlando:Arron Afflalo  Orlando From Denver:Evan FournierRoy Devyn Marble New York From Indiana:Louis Labeyrie  Indiana From New York:Cash Considerations LA Lakers From Washington:Jordan Clarkson  Washington From LA Lakers:Cash Considerations Atlanta From Milwaukee:Lamar Patterson  Milwaukee From Atlanta:2nd Round Draft Pick (2015) Memphis From Utah:Jarnell Stokes Utah From Memphis:2nd Round Draft Pick (2015)  Philadelphia From Orlando:Dario Saric1st Round Draft Pick (TBA) 2nd Round Draft Pick (2015)  Orlando From Philadelphia:Elfrid Payton Chicago From Denver:Doug McDermottAnthony Randolph Denver From Chicago:Jusuf NurkicGary Harris2nd Round Pick (2015) San Antonio From Philadelphia:Nemanja Dangubic  Philadelphia From San Antonio:Jordan McRaeCory Jefferson New Jersey From Philadelphia:Cory Jefferson  Philadelphia From New Jersey:Cash Considerations New Orleans From Philadelphia:Russ Smith  Philadelphia From New Orleans:Pierre Jackson Cleveland From Charlotte:Alonzo Gee  Charlotte From Cleveland:Dwight PowellBrendan Haywood Charlotte From Miami:P.J. HairstonSemaj Christon2nd Round Draft Pick (2019)Cash Considerations Miami From Miami:Shabazz Napier OK City From Charlotte:Semaj Christon Charlotte From OK City:Cash Considerations 4-Way Team Trades Brooklyn From Minnesota:Markel Brown  From Toronto:Xavier Thames From Philadelphia:Cory Jefferson Minnesota From Brooklyn:Cash Considerations Toronto From Brooklyn:Cash Considerations Philadelphia From Brooklyn:Cash Considerations,2014 Draft Day Trades Trades between teams sent and received Denver From Orlando:Arron Afflalo  Orlando From Denver:Evan FournierRoy Devyn Marble New York From Indiana:Louis Labeyrie  Indiana From New York:Cash Considerations LA Lakers From Washington:Jordan Clarkson  Washington From LA Lakers:Cash Considerations Atlanta From Milwaukee:Lamar Patterson  Milwaukee From Atlanta:2nd Round Draft Pick (2015) Memphis From Utah:Jarnell Stokes Utah From Memphis:2nd Round Draft Pick (2015)  Philadelphia From Orlando:Dario Saric1st Round Draft Pick (TBA) 2nd Round Draft Pick (2015)  Orlando From Philadelphia:Elfrid Payton Chicago From Denver:Doug McDermottAnthony Randolph Denver From Chicago:Jusuf NurkicGary Harris2nd Round Pick (2015) San Antonio From Philadelphia:Nemanja Dangubic  Philadelphia From San Antonio:Jordan McRaeCory Jefferson New Jersey From Philadelphia:Cory Jefferson  Philadelphia From New Jersey:Cash Considerations New Orleans From Philadelphia:Russ Smith  Philadelphia From New Orleans:Pierre Jackson Cleveland From Charlotte:Alonzo Gee  Charlotte From Cleveland:Dwight PowellBrendan Haywood Charlotte From Miami:P.J. HairstonSemaj Christon2nd Round Draft Pick (2019)Cash Considerations Miami From Miami:Shabazz Napier OK City From Charlotte:Semaj Christon Charlotte From OK City:Cash Considerations 4-Way Team Trades Brooklyn From Minnesota:Markel Brown  From Toronto:Xavier Thames From Philadelphia:Cory Jefferson Minnesota From Brooklyn:Cash Considerations Toronto From Brooklyn:Cash Considerations Philadelphia From Brooklyn:Cash Considerations,2014 Draft Day Trades,Trades between teams sent and received,Denver,From Orlando:Arron Afflalo,Orlando,From Denver:Evan FournierRoy Devyn Marble,New York,From Indiana:Louis Labeyrie,Indiana,From New York:Cash Considerations,LA Lakers,From Washington:Jordan Clarkson,Washington,From LA Lakers:Cash Considerations,Atlanta,From Milwaukee:Lamar Patterson,Milwaukee,From Atlanta:2nd Round Draft Pick (2015),Memphis,From Utah:Jarnell Stokes,Utah,From Memphis:2nd Round Draft Pick (2015),Philadelphia,From Orlando:Dario Saric1st Round Draft Pick (TBA) 2nd Round Draft Pick (2015),Orlando,From Philadelphia:Elfrid Payton,Chicago,From Denver:Doug McDermottAnthony Randolph,Denver,From Chicago:Jusuf NurkicGary Harris2nd Round Pick (2015),San Antonio,From Philadelphia:Nemanja Dangubic,Philadelphia,From San Antonio:Jordan McRaeCory Jefferson,New Jersey,From Philadelphia:Cory Jefferson,Philadelphia,From New Jersey:Cash Considerations,New Orleans,From Philadelphia:Russ Smith,Philadelphia,From New Orleans:Pierre Jackson,Cleveland,From Charlotte:Alonzo Gee,Charlotte,From Cleveland:Dwight PowellBrendan Haywood,Charlotte,From Miami:P.J. HairstonSemaj Christon2nd Round Draft Pick (2019)Cash Considerations,Miami,From Miami:Shabazz Napier,OK City,From Charlotte:Semaj Christon,Charlotte,From OK City:Cash Considerations,4-Way Team Trades,Brooklyn,From Minnesota:Markel Brown  From Toronto:Xavier Thames From Philadelphia:Cory Jefferson,Minnesota,From Brooklyn:Cash Considerations,Toronto,From Brooklyn:Cash Considerations,Philadelphia,From Brooklyn:Cash Considerations,,,,2014
340,2014 Draft Day Trades Trades between teams sent and received Denver From Orlando:Arron Afflalo  Orlando From Denver:Evan FournierRoy Devyn Marble New York From Indiana:Louis Labeyrie  Indiana From New York:Cash Considerations LA Lakers From Washington:Jordan Clarkson  Washington From LA Lakers:Cash Considerations Atlanta From Milwaukee:Lamar Patterson  Milwaukee From Atlanta:2nd Round Draft Pick (2015) Memphis From Utah:Jarnell Stokes Utah From Memphis:2nd Round Draft Pick (2015)  Philadelphia From Orlando:Dario Saric1st Round Draft Pick (TBA) 2nd Round Draft Pick (2015)  Orlando From Philadelphia:Elfrid Payton Chicago From Denver:Doug McDermottAnthony Randolph Denver From Chicago:Jusuf NurkicGary Harris2nd Round Pick (2015) San Antonio From Philadelphia:Nemanja Dangubic  Philadelphia From San Antonio:Jordan McRaeCory Jefferson New Jersey From Philadelphia:Cory Jefferson  Philadelphia From New Jersey:Cash Considerations New Orleans From Philadelphia:Russ Smith  Philadelphia From New Orleans:Pierre Jackson Cleveland From Charlotte:Alonzo Gee  Charlotte From Cleveland:Dwight PowellBrendan Haywood Charlotte From Miami:P.J. HairstonSemaj Christon2nd Round Draft Pick (2019)Cash Considerations Miami From Miami:Shabazz Napier OK City From Charlotte:Semaj Christon Charlotte From OK City:Cash Considerations 4-Way Team Trades Brooklyn From Minnesota:Markel Brown  From Toronto:Xavier Thames From Philadelphia:Cory Jefferson Minnesota From Brooklyn:Cash Considerations Toronto From Brooklyn:Cash Considerations Philadelphia From Brooklyn:Cash Considerations,2014 Draft Day Trades,Trades between teams sent and received,Denver,From Orlando:Arron Afflalo,Orlando,From Denver:Evan FournierRoy Devyn Marble,New York,From Indiana:Louis Labeyrie,Indiana,From New York:Cash Considerations,LA Lakers,From Washington:Jordan Clarkson,Washington,From LA Lakers:Cash Considerations,Atlanta,From Milwaukee:Lamar Patterson,Milwaukee,From Atlanta:2nd Round Draft Pick (2015),Memphis,From Utah:Jarnell Stokes,Utah,From Memphis:2nd Round Draft Pick (2015),Philadelphia,From Orlando:Dario Saric1st Round Draft Pick (TBA) 2nd Round Draft Pick (2015),Orlando,From Philadelphia:Elfrid Payton,Chicago,From Denver:Doug McDermottAnthony Randolph,Denver,From Chicago:Jusuf NurkicGary Harris2nd Round Pick (2015),San Antonio,From Philadelphia:Nemanja Dangubic,Philadelphia,From San Antonio:Jordan McRaeCory Jefferson,New Jersey,From Philadelphia:Cory Jefferson,Philadelphia,From New Jersey:Cash Considerations,New Orleans,From Philadelphia:Russ Smith,Philadelphia,From New Orleans:Pierre Jackson,Cleveland,From Charlotte:Alonzo Gee,Charlotte,From Cleveland:Dwight PowellBrendan Haywood,Charlotte,From Miami:P.J. HairstonSemaj Christon2nd Round Draft Pick (2019)Cash Considerations,Miami,From Miami:Shabazz Napier,OK City,From Charlotte:Semaj Christon,Charlotte,From OK City:Cash Considerations,4-Way Team Trades,Brooklyn,From Minnesota:Markel Brown  From Toronto:Xavier Thames From Philadelphia:Cory Jefferson,Minnesota,From Brooklyn:Cash Considerations,Toronto,From Brooklyn:Cash Considerations,Philadelphia,From Brooklyn:Cash Considerations,,,,,2014
341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
342,2014 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
343,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
344,Denver,From Orlando:Arron Afflalo,Orlando,From Denver:Evan FournierRoy Devyn Marble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
345,New York,From Indiana:Louis Labeyrie,Indiana,From New York:Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
346,LA Lakers,From Washington:Jordan Clarkson,Washington,From LA Lakers:Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
347,Atlanta,From Milwaukee:Lamar Patterson,Milwaukee,From Atlanta:2nd Round Draft Pick (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
348,Memphis,From Utah:Jarnell Stokes,Utah,From Memphis:2nd Round Draft Pick (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
349,Philadelphia,From Orlando:Dario Saric1st Round Draft Pick (TBA) 2nd Round Draft Pick (2015),Orlando,From Philadelphia:Elfrid Payton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
350,Chicago,From Denver:Doug McDermottAnthony Randolph,Denver,From Chicago:Jusuf NurkicGary Harris2nd Round Pick (2015),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
351,San Antonio,From Philadelphia:Nemanja Dangubic,Philadelphia,From San Antonio:Jordan McRaeCory Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
352,New Jersey,From Philadelphia:Cory Jefferson,Philadelphia,From New Jersey:Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
353,New Orleans,From Philadelphia:Russ Smith,Philadelphia,From New Orleans:Pierre Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
354,Cleveland,From Charlotte:Alonzo Gee,Charlotte,From Cleveland:Dwight PowellBrendan Haywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
355,Charlotte,From Miami:P.J. HairstonSemaj Christon2nd Round Draft Pick (2019)Cash Considerations,Miami,From Miami:Shabazz Napier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
356,OK City,From Charlotte:Semaj Christon,Charlotte,From OK City:Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
357,4-Way Team Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
358,Brooklyn,From Minnesota:Markel Brown  From Toronto:Xavier Thames From Philadelphia:Cory Jefferson,Minnesota,From Brooklyn:Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
359,Toronto,From Brooklyn:Cash Considerations,Philadelphia,From Brooklyn:Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014
360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
361,2015 Draft Day Trades Trades between teams sent and received Washington From Atlanta:Kelly Oubre Jr.  Atlanta From Washington:Jerian GrantTwo 2nd Round Draft Picks (TBA) New York From Atlanta:Jerian Grant  Atlanta From New York:Tim Hardaway Jr. Brooklyn From Portland:Steve BlakeRondae Hollis-Jefferson Portland From Brooklyn:Mason PlumleePat Connaughton New York From Philadelphia:Guillermo Hernangomez Philadelphia From New York:Two 2nd Round Draft Picks (TBA) Cash Considerations Minnesota From Cleveland:Tyus Jones Cleveland From Minnesota:Cedi OsmanRakeem Christmas2nd Round Draft Pick (2019)  Brooklyn From Charlotte:Juan Pablo Vaulet  Charlotte From Brooklyn:2nd Round Draft Pick (2018) 2nd Round Draft Pick (2019) Cash Considerations Memphis From Phoenix:Andrew Harrison Phoenix From Memphis:Jon Leuer Toronto From Milwaukee:Norman PowellConditional 2017 1st Round Pick  Milwaukee From Toronto:Greivis Vasquez Portland From Utah:Dani Diez  Utah From Portland:Cash Considerations New Orleans From LA Clippers:Cash Considerations  LA Clippers From New Orleans:Branden Dawson,2015 Draft Day Trades Trades between teams sent and received Washington From Atlanta:Kelly Oubre Jr.  Atlanta From Washington:Jerian GrantTwo 2nd Round Draft Picks (TBA) New York From Atlanta:Jerian Grant  Atlanta From New York:Tim Hardaway Jr. Brooklyn From Portland:Steve BlakeRondae Hollis-Jefferson Portland From Brooklyn:Mason PlumleePat Connaughton New York From Philadelphia:Guillermo Hernangomez Philadelphia From New York:Two 2nd Round Draft Picks (TBA) Cash Considerations Minnesota From Cleveland:Tyus Jones Cleveland From Minnesota:Cedi OsmanRakeem Christmas2nd Round Draft Pick (2019)  Brooklyn From Charlotte:Juan Pablo Vaulet  Charlotte From Brooklyn:2nd Round Draft Pick (2018) 2nd Round Draft Pick (2019) Cash Considerations Memphis From Phoenix:Andrew Harrison Phoenix From Memphis:Jon Leuer Toronto From Milwaukee:Norman PowellConditional 2017 1st Round Pick  Milwaukee From Toronto:Greivis Vasquez Portland From Utah:Dani Diez  Utah From Portland:Cash Considerations New Orleans From LA Clippers:Cash Considerations  LA Clippers From New Orleans:Branden Dawson,2015 Draft Day Trades,Trades between teams sent and received,Washington,From Atlanta:Kelly Oubre Jr.,Atlanta,From Washington:Jerian GrantTwo 2nd Round Draft Picks (TBA),New York,From Atlanta:Jerian Grant,Atlanta,From New York:Tim Hardaway Jr.,Brooklyn,From Portland:Steve BlakeRondae Hollis-Jefferson,Portland,From Brooklyn:Mason PlumleePat Connaughton,New York,From Philadelphia:Guillermo Hernangomez,Philadelphia,From New York:Two 2nd Round Draft Picks (TBA) Cash Considerations,Minnesota,From Cleveland:Tyus Jones,Cleveland,From Minnesota:Cedi OsmanRakeem Christmas2nd Round Draft Pick (2019),Brooklyn,From Charlotte:Juan Pablo Vaulet,Charlotte,From Brooklyn:2nd Round Draft Pick (2018) 2nd Round Draft Pick (2019) Cash Considerations,Memphis,From Phoenix:Andrew Harrison,Phoenix,From Memphis:Jon Leuer,Toronto,From Milwaukee:Norman PowellConditional 2017 1st Round Pick,Milwaukee,From Toronto:Greivis Vasquez,Portland,From Utah:Dani Diez,Utah,From Portland:Cash Considerations,New Orleans,From LA Clippers:Cash Considerations,LA Clippers,From New Orleans:Branden Dawson,,,,,,,,,,,,,,,,,,,,,,,,,2015
362,2015 Draft Day Trades Trades between teams sent and received Washington From Atlanta:Kelly Oubre Jr.  Atlanta From Washington:Jerian GrantTwo 2nd Round Draft Picks (TBA) New York From Atlanta:Jerian Grant  Atlanta From New York:Tim Hardaway Jr. Brooklyn From Portland:Steve BlakeRondae Hollis-Jefferson Portland From Brooklyn:Mason PlumleePat Connaughton New York From Philadelphia:Guillermo Hernangomez Philadelphia From New York:Two 2nd Round Draft Picks (TBA) Cash Considerations Minnesota From Cleveland:Tyus Jones Cleveland From Minnesota:Cedi OsmanRakeem Christmas2nd Round Draft Pick (2019)  Brooklyn From Charlotte:Juan Pablo Vaulet  Charlotte From Brooklyn:2nd Round Draft Pick (2018) 2nd Round Draft Pick (2019) Cash Considerations Memphis From Phoenix:Andrew Harrison Phoenix From Memphis:Jon Leuer Toronto From Milwaukee:Norman PowellConditional 2017 1st Round Pick  Milwaukee From Toronto:Greivis Vasquez Portland From Utah:Dani Diez  Utah From Portland:Cash Considerations New Orleans From LA Clippers:Cash Considerations  LA Clippers From New Orleans:Branden Dawson,2015 Draft Day Trades,Trades between teams sent and received,Washington,From Atlanta:Kelly Oubre Jr.,Atlanta,From Washington:Jerian GrantTwo 2nd Round Draft Picks (TBA),New York,From Atlanta:Jerian Grant,Atlanta,From New York:Tim Hardaway Jr.,Brooklyn,From Portland:Steve BlakeRondae Hollis-Jefferson,Portland,From Brooklyn:Mason PlumleePat Connaughton,New York,From Philadelphia:Guillermo Hernangomez,Philadelphia,From New York:Two 2nd Round Draft Picks (TBA) Cash Considerations,Minnesota,From Cleveland:Tyus Jones,Cleveland,From Minnesota:Cedi OsmanRakeem Christmas2nd Round Draft Pick (2019),Brooklyn,From Charlotte:Juan Pablo Vaulet,Charlotte,From Brooklyn:2nd Round Draft Pick (2018) 2nd Round Draft Pick (2019) Cash Considerations,Memphis,From Phoenix:Andrew Harrison,Phoenix,From Memphis:Jon Leuer,Toronto,From Milwaukee:Norman PowellConditional 2017 1st Round Pick,Milwaukee,From Toronto:Greivis Vasquez,Portland,From Utah:Dani Diez,Utah,From Portland:Cash Considerations,New Orleans,From LA Clippers:Cash Considerations,LA Clippers,From New Orleans:Branden Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,2015
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
364,2015 Draft Day Trades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
365,Trades between teams sent and received,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
366,Washington,From Atlanta:Kelly Oubre Jr.,Atlanta,From Washington:Jerian GrantTwo 2nd Round Draft Picks (TBA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
367,New York,From Atlanta:Jerian Grant,Atlanta,From New York:Tim Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
368,Brooklyn,From Portland:Steve BlakeRondae Hollis-Jefferson,Portland,From Brooklyn:Mason PlumleePat Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
369,New York,From Philadelphia:Guillermo Hernangomez,Philadelphia,From New York:Two 2nd Round Draft Picks (TBA) Cash Considerations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
370,Minnesota,From Cleveland:Tyus Jones,Cleveland,From Minnesota:Cedi OsmanRakeem Christmas2nd Round Draft Pick (2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015
